name,author,year,genre,key_words,to_watch,watched
Części kobiety,Kornél Mundruczó,2020,Dramat,Vanessa Kirby;Shia LaBeouf;Ellen Burstyn;Molly Parker;Sarah Snook;Iliza Shlesinger;Benny Safdie;Jimmie Fails;dramat;rodzina;tragedia;emocje;dziecko;utrata;psychologia,0,0
Szczury paranoicy: Zespół który wstrząsnął Argentyną,Alejandro Ruax;Ramiro Martínez,2021,Dokumentalny;Film międzynarodowy;Muzyka;Juan Sebastián Gutiérrez;Pablo Cano;Pablo Memi;Roy Quiroga;dokument;muzyka;rock;Argentyna;zespół;historia;biografia,,0,0
Tony Parker: Ostatni rzut,Florent Bodin,2020,Dokumentalny;Film międzynarodowy;Sport,Tony Parker;koszykówka;sport;biografia;dokument;gwiazda,0,0
Witaj Bracie,Sohail Khan,1999,Akcja;Komedia;Film międzynarodowy,Salman Khan;Arbaaz Khan;Rani Mukerji;Johny Lever;Neeraj Vora;Shakti Kapoor;Razak Khan;Sulabha Arya;akcja;komedia;Indie;rodzina;przyjaźń;przestępczość,0,0
Graj o wszystko,Gabriele Muccino,2012,Komedia;Romans;Sport,Gerard Butler;Jessica Biel;Catherine Zeta-Jones;Dennis Quaid;Uma Thurman;Judy Greer;Noah Lomax;James Tupper;Abella Wyss;Grant Goodman;romans;sport;komedia;miłość;przyjaźń;rodzina,0,0
Asfalt Burning,Hallvard Bræin,2020,Akcja;Komedia;Film międzynarodowy,Anders Baasmo;Kathrine Thorborg Johansen;Ida Husøy;Otto Jespersen;Sven Nordin;Trond Halbo;Alexandra Maria Lara;Wenche Myhre;Kostja Ullmann;Björn Kjellman;akcja;przygoda;komedia;wyścigi samochodowe;humor;międzynarodowy,0,0
Bad Grandpa .5,Jeff Tremaine,2014,Komedia,Johnny Knoxville;Jackson Nicoll;Greg Harris;Georgina Cates;Kamber Hejlik;Jill Killington;Madison Davis;George Faughnan;Spike Jonze;Catherine Keener;komedia;pranki;humor;śmieszne sytuacje;rodzina,0,0
Przypadek 39,Christian Alvart,2009,Horror;Thriller,Renée Zellweger;Jodelle Ferland;Ian McShane;Bradley Cooper;Callum Keith Rennie;Adrian Lester;Kerry O'Malley;Cynthia Stevenson;Alexander Conti;Philip Cabrita;horror;thriller;dziecko;opętanie;strach;psychologiczny;przemoc,0,0
Eddie Murphy: Raw,Robert Townsend,1987,Stand-Up Comedy,Eddie Murphy;komedia;stand-up;humor;improwizacja;gwiazda,0,0
Full Out 2: Dasz radę!,Jeff Deverett,2020,Dzieci i Rodzina;Dramaty;Filmy sportowe,Sydney Cope;Logan Edra;Liza Wilk;Braedyn Bruner;Billie Merritt;gimnastyka;sport;rywalizacja;trening;przyjaźń;motywacja;determinacja,0,0
Daj mi schronienie,Ron Krauss,2013,Dramaty;Filmy niezależne,Vanessa Hudgens;James Earl Jones;Rosario Dawson;Ann Dowd;Stephanie Szostak;Emily Meade;Brendan Fraser;Dascha Polanco;bezdomność;przemoc domowa;dzieci;opieka;przyjaźń;rodzina;trudne wybory;społeczeństwo,0,0
Dobry Burger,Brian Robbins,1997,Dzieci i Rodzina;Komedia,Kenan Thompson;Kel Mitchell;Abe Vigoda;Dan Schneider;Shar Jackson;Jan Schweiterman;Linda Cardellini;Sinbad;Ron Lester;Josh Server;Ginny Schreiber;fast food;praca;przyjaźń;komedia slapstick;nastolatki;restauracja;przygoda,0,0
Dobre włosy,Jeff Stilson,2009,Dokumentalne,Chris Rock;Nia Long;Maya Angelou;Ice-T;Eve;Meagan Good;Al Sharpton;KRS-One;Raven-Symoné;kultura;afroamerykanie;włosy;tożsamość;historia;społeczeństwo;humor;dokument,0,0
Wszystko za życie,Sean Penn,2007,Akcja i Przygodowe;Dramaty;Filmy niezależne,Emile Hirsch;Marcia Gay Harden;William Hurt;Jena Malone;Brian Dierker;Catherine Keener;Vince Vaughn;Kristen Stewart;Hal Holbrook;Zach Galifianakis;przygoda;podróż;wolność;samotność;przyroda;survival;self-discovery;droga życia,0,0
Napad w Londynie,Mark McQueen,2017,Akcja i Przygodowe,Craig Fairbrass;James Cosmo;Mem Ferda;Nick Moran;Steven Berkoff;Nathalie Cox;Roland Manookian;Eddie Webber;Tony Denham;Katie Clarkson-Hill;napad;przestępczość;akcja;adrenalina;gangsterzy;pościg,0,0
Wredne dziewczyny 2,Melanie Mayron,2011,Komedia,Meaghan Martin;Maiara Walsh;Jennifer Stone;Nicole Gale Anderson;Claire Holt;Diego Boneta;Linden Ashby;Rhoda Griffis;Mike Pniewski;Patrick Johnson;Tim Meadows;szkoła;przyjaźń;dramat młodzieżowy;rywalizacja;nastolatki;humor;romans,0,0
Mistyczna pizza,Donald Petrie,1988,Komedia;Dramaty;Filmy niezależne,Annabeth Gish;Julia Roberts;Lili Taylor;Vincent D'Onofrio;William R. Moses;Adam Storke;Conchata Ferrell;Joanna Merlin;Porscha Radcliffe;John Fiore;pizza;przyjaźń;młodość;romans;restauracja;praca;życie codzienne;dylematy,0,0
Mózg kreatywny,David Eagleman,2019,Dokumentalne,Jennifer Beamish;Toby Trackman;mózg;ludzka psychika;kreatywność;neurologia;nauka;edukacja;innowacja,0,0
Minimalizm: mniej znaczy teraz,,2021,Dokumentalne,minimalizm;życie proste;oszczędność;refleksja;styl życia;świadomość konsumpcyjna,0,0
Nieznany,Jaume Collet-Serra,2011,Akcja i Przygodowe;Thrillery,Liam Neeson;Diane Kruger;January Jones;Aidan Quinn;Bruno Ganz;Frank Langella;Sebastian Koch;Olivier Schneider;Stipe Erceg;Rainer Bock;zagadka;porwanie;akcja;napad;bezpieczeństwo;thriller;przetrwanie,0,0
Co się stało z panem Cha?,Kim Dong-kyu,2021,Komedia;Filmy międzynarodowe,Cha In-pyo;Cho Dal-hwan;Song Jae-ryong;komedia;przemiany;życie codzienne;humor;dramat;Korea,0,0
Co gryzie Gilberta Grape’a,Lasse Hallström,1993,Klasyka;Dramaty;Filmy niezależne,Johnny Depp;Leonardo DiCaprio;Juliette Lewis;Mary Steenburgen;Darlene Cates;Laura Harrington;Mary Kate Schellhardt;Kevin Tighe;John C. Reilly;Crispin Glover;rodzina;problemy społeczne;życie małego miasteczka;samotność;choroba;przyjaźń;miłość;rozterki,0,0
Alaska jest trudna,Shaz Bennett,2017,Dramaty;Filmy LGBTQ,Martin L. Washington Jr.;Maya Washington;Matt Dallas;Christopher O'Shea;Jason Scott Lee;Margaret Cho;Kevin Daniels;John Fleck;Nia Peeples;Adam Tomei;LGBTQ;tożsamość;relacje;przyjaźń;akceptacja;społeczeństwo;Alaska,0,0
Bobby Jasoos,Samar Shaikh,2014,Komedia;Dramaty;Filmy międzynarodowe,Vidya Balan;Ali Fazal;Supriya Pathak;Tanvi Azmi;Zarina Wahab;Kiran Kumar;Rajendra Gupta;Arjan Bajwa;Prasad Barve;Aakash Dahiya;detektyw;przestępstwo;Indie;śledztwo;humor;dramat,0,0
Tarung Sarung,Archie Hekagery,2020,Akcja i Przygodowe;Dramaty;Filmy duchowe,Panji Zoni;Yayan Ruhian;Maizura;Cemal Farukh;Imelda Therinne;Surya Saputra;Jarot Superdj;Doyok Superdj;Hajra Romessa;Annette Edoarda;sztuki walki;przygoda;honor;walka;rodzina;Indonesia;duchowość,0,0
Za przystojny by ogarnąć,Sabrina Rochelle Kalangie,2019,Komedia;Dramaty;Filmy międzynarodowe,Ari Irham;Nikita Willy;Calvin Jeremy;Rachel Amanda;Dimas Dinang;Tarra Budiman;Marcellino Lafrand;Iis Dahlia;miłość;romans;komedia;relacje;Indonezja;związek,0,0
Klątwa liny 2,Liao Shih-han,2020,Horror;Filmy międzynarodowe,Lee Kang-sheng;Wilson Hsu;Vera Chen;Yen Cheng-kuo;Chen Bor-jeng;Liu Kuo-shao;horror;strach;duchy;przekleństwo;Tajwan;nadprzyrodzone,0,0
Policjanci i złodzieje,Timothy Ware-Hill,2020,Dramaty,Arnon Manor;Timothy Ware-Hill;przestępczość;prawo;społeczeństwo;akcja;detektywi,0,0
Rango,Gore Verbinski,2011,Dzieci i Rodzina;Komedia,Johnny Depp;Isla Fisher;Abigail Breslin;Ned Beatty;Alfred Molina;Bill Nighy;Stephen Root;Harry Dean Stanton;Timothy Olyphant;Ray Winstone;western;komedia;animacja;przygoda;zwierzęta;nauka życia,0,0
Śmierć w 2020,Al Campbell;Alice Mathias,2020,Komedia,Samuel L. Jackson;Hugh Grant;Lisa Kudrow;Kumail Nanjiani;Tracey Ullman;Samson Kayo;Leslie Jones;Diane Morgan;Cristin Milioti;Joe Keery;satyra;komedia;przegląd roku;polityka;kultura;humor,0,0
DNA,Maïwenn,2020,Dramaty;Filmy międzynarodowe,Maïwenn;Fanny Ardant;Louis Garrel;Dylan Robert;Marine Vacth;Caroline Chaniolleau;Alain Françon;Florent Lacger;Henri-Noël Tabary;Omar Marwan;rodzina;tajemnica;dramat;Francja;tożsamość,0,0
Magiczny autobus: znów w strefie,Richard Weston,2020,Dzieci i Rodzina,Mikaela Blake;Gabby Clarke;Roman Lutterotti;Leke Maceda-Rustecki;Matthew Mucci;Lynsey Pham;Kaden Stephen;Lights;edukacja;przygoda;szkoła;magia;nauka;przyjaźń;humor,0,0
AK kontra AK,Vikramaditya Motwane,2020,Komedia;Dramaty;Filmy międzynarodowe,Anil Kapoor;Anurag Kashyap;thriller;komedia;indie;India;akcja;dramat,0,0
Isa Pa z uczuciami,Prime Cruz,2019,Filmy międzynarodowe;Romantyczne,Maine Mendoza;Carlo Aquino;Lotlot De Leon;Cris Villanueva;Nikki Valdez;Vangie Labalan;Geleen Eugenio;Filipiny;romans;dramat;miłość;emocje;relacje;romantyczna komedia,0,0
Możemy być bohaterami,Robert Rodriguez,2020,Dzieci i Rodzina;Komedia,YaYa Gosselin;Pedro Pascal;Priyanka Chopra;Isaiah Russell-Bailey;Akira Akbar;Christian Slater;Boyd Holbrook;Adriana Barraza;Taylor Dooley;Vivien Lyra Blair;Hala Finley;Lyon Daniels;Sung Kang;Christopher McDonald;Andy Walken;Lotus Blossom;Haley Reinhart;Nathan Blair;Dylan Henry Lau;Andrew Diaz;superbohaterowie;przygoda;dzieci;akcja;komedia;rodzina;fantasy,0,0
Panna młoda tyran,Andibachtiar Yusuf,2019,Komedia;Dramaty;Filmy międzynarodowe,Jessica Mila;Rio Dewanto;Sheila Dara;Rafael Tan;Widyawati;Aimee Saras;Rukman Rosadi;Lucinta Luna;ślub;komedia;dramat;Indonezja;relacje;przyjaźń;rodzina,0,0
Rodzina Cemara,Yandy Laurens,2018,Dzieci i Rodzina;Dramaty;Filmy międzynarodowe,Ringgo Agus Rahman;Nirina Zubir;Zara JKT48;Widuri Puteri;Ariyo Wahab;Asri Welas;Abdurrahman Arif;Kafin Sulthan;Indonezja;rodzina;dzieci;przygoda;wartości;przyjaźń;komedia;dramat,0,0
Cześć miłość żegnaj,Cathy Garcia-Molina,2019,Dramaty;Filmy międzynarodowe;Romantyczne,Kathryn Bernardo;Alden Richards;Maymay Entrata;Maricel Laxa;Joross Gamboa;Jameson Blake;Kaka Bautista;Lito Pimentel;Jeffrey Tam;Lovely Abella;Filipiny;romans;miłość;dramat;emocje;relacje;związki,0,0
Historia przyszłych folków,John Mitchell;Jeremy Kipp Walker,2012,Akcja i Przygodowe;Komedia;Filmy niezależne,Nils d'Aulaire;Jay Klaitz;Julie Ann Emery;April L. Hernandez;Onata Aprile;Dee Snider;muzyka;komedia;przygoda;science fiction;futurystyczne;indie,0,0
Północne niebo,George Clooney,2020,Dramaty,George Clooney;Felicity Jones;Kyle Chandler;Demián Bichir;David Oyelowo;Tiffany Boone;Caoilinn Springall;Sophie Rundle;Ethan Peck;apokalipsa;kosmos;dramat;samotność;nauka;przetrwanie;katastrofa,0,0
Twoje imię wyryte tutaj,Liu Kuang-hui,2020,Dramaty;Filmy międzynarodowe;Filmy LGBTQ,Edward Chen;Tseng Ching-hua;Leon Dai;Jason Wang;Fabio Grangeon;Mimi Shao;Barry Qu;Erek Lin;Honduras;Lotus Wang;miłość;LGBTQ;dramat;tożsamość;Tajwan;przyjaźń;romans,0,0
After We Collided,Roger Kumble,2020,Dramaty;Romantyczne,Josephine Langford;Hero Fiennes Tiffin;Dylan Sprouse;Selma Blair;Louise Lombard;Shane Paul McGhie;Candice King;Charlie Weber;Khadijha Red Thunder;Inanna Sarkis;Pia Mia;Samuel Larsen;Dylan Arnold;Karimah Westbrook;Rob Estes;romans;dramat;młodzież;miłość;związki;emocje,0,0
London Hughes: To Catch a D*ck,Kristian Mercado,2020,Stand-Up Comedy,London Hugheskomedia;stand-up;humor;satyra;angielski;monologi,0,0
QLIMAX THE SOURCE,Daan Jansen; Stijn Verlinde,2020,Muzyka; Musicale,Michael Brons; Nigel Coppen; Thomas Velderman; Carlos Antunes; Marco Spronk; Willem Rebergen; Joshua Dutrieux; Bob van der Palen; Sefa Vlaarkamp;muzyka;festival;EDM;DJ;scena;światło;show;performance;event;taneczna muzyka,0,0
Owca Shaun: Lamy Farmerów,Jay Grace,2020,Dzieci i Rodzina; Komedie,Justin Fletcher; John Sparkes; Sean Connolly; Chris Grimes;animacja;humor;zwierzęta;owca;przygoda;farma;dzieci;zabawne sytuacje;rodzina;przyjaźń,0,0
Ariana Grande: przepraszam kocham cię,Paul Dugdale,2020,Filmy dokumentalne; Muzyka; Musicale,Ariana Grande;koncert;muzyka;piosenki;pop;gwiazda;scena;fani;show;wywiady;dokument;artysta,0,0
Oszustwo w grze,James Haslam,2018,Komedie,"przestępstwo;oszustwo;komedia;intryga;humor;romans;akcja;kradzież;zdrada;zabawa;Uma Thurman; Tim Roth; Alice Eve; Parker Posey; Maggie Q; Crispin Glover; Michael Sirow; Sofía Vergara; Stephen Fry; Sharon Maughan; Susan Traylor; Wilmer Calderon; Richard Reid; Ethan Cohn; Nathalie Love,",0,0
Mohamed Hussein,Muhammad Ali,2019,Komedie; Filmy międzynarodowe,"komedia;Egipt;kultura;humor;społeczeństwo;rodzina;przyjaźń;tradycjeMohamed Saad; Samir Sabri; Mai Selim; Dina Mohsen; Bayoumi Fouad; Mohammed Tharwat; Feryal Youssef; Nabil Issa; Ahmed Seyam; Hassan Abdulfattah; Hamdi Al Wazir; Mohamed Shahin,",0,0
Atlas Zbuntowany: Część II,John Putch;,2012,Dramaty,filozofia;kapitalizm;społeczeństwo;walka o wolność;przemysł;polityka;dystopia;adaptacja;literatura;dramat;Samantha Mathis; Jason Beghe; Esai Morales; Patrick Fabian; Kim Rhodes; Richard T. Jones; D.B. Sweeney; Paul McCrane; John Rubinstein; Robert Picardo,0,0
Gościnny Dom,Sam Macaroni;Pauly Shore; Mike Castle; Aimee Teegarden; Billy Zane; Charlotte McKinney; Louis Ferrigno Jr.; Erik Griffin; Bobby Lee; Punkie Johnson; Mikaela Hoover; Chris Kattan; Steve-O,2020,Komedie,komedia;przyjaźń;humor;dom;goście;przygoda;nieporozumienia;zabawa,0,0
Ma Rainey's Black Bottom,George C. Wolfe;Viola Davis; Chadwick Boseman; Glynn Turman; Colman Domingo; Michael Potts; Jonny Coyne; Taylour Paige; Jeremy Shamos; Dusan Brown; Joshua Harto,2020,Dramaty; Muzyka; Musicale,jazz;muzyka;Afroamerykanie;kultura;blues;praca;społeczeństwo;artysta;dyskryminacja;dramat;przeszłość;rodzina,0,0
Ma Rainey's Black Bottom: Dziedzictwo na ekranie,Glynn Turman; Denzel Washington; George C. Wolfe; Branford Marsalis; Viola Davis; Imani Perry; Michael Potts; Coleman Domingo; Constanza Romero; August Wilson; Todd Black; Dusan Brown; Taylour Paige; Ann Roth; Chadwick Boseman,2020,Filmy dokumentalne; Muzyka; Musicale,jazz;historia;dokument;muzyka;dramat;Afroamerykanie;kultura;blues;społeczeństwo;dziedzictwo,0,0
Mukhsin,Yasmin Ahmad;Mohd Syafie Naswip; Sharifah Aryana; Sharifah Aleya; Adibah Noor; Irwan Iskandar; Sallehuddin Abu Bakar,2006,Dzieci i Rodzina; Komedie; Dramaty,romans;dzieci;przyjaźń;szkoła;kultura Malezji;humor;miłość;dramat;przygoda,0,0
Rabun,Yasmin Ahmad;M. Rajoli; Kartina Aziz; Rozie Rashid; Irwan Iskandar; Noor Khiriah; Hafiz Ibrahim,2004,Dramaty; Filmy niezależne; Filmy międzynarodowe,dramat;kultura Malezji;społeczeństwo;relacje;rodzina;miłość;życie;społeczność,0,0
Vir Das: Na zewnątrz - Specjalny Lockdown,Vir Das,2020,Stand-Up Comedy,komedia;stand-up;lockdown;humor;satira;społeczeństwo;polityka;życie codzienne,0,0
Netflix Afterparty: Najlepsze programy najgorszego roku,David Spade; London Hughes; Fortune Feimster,2020,Komedie,komedia;satyra;telewizja;rozrywka;humor;show;celebrity;internet;programy;analiza,0,0
Canvas,Frank E. Abney III,2020,Dzieci i Rodzina; Dramaty,animacja;dzieci;przygoda;przyjaźń;rodzina;emocje;dramat;kreatywność;życie,0,0
Nie Słuchaj,Ángel Gómez Hernández,2020,Horrory;Filmy Międzynarodowe,Rodolfo Sancho;Ana Fernández;Ramón Barea;Belén Fabra;Lucas Blas;strach;nadprzyrodzone;duchy;horror psychologiczny;seans;tajemnica;groza;psychologia;tragedia,0,0
Bestia,Ludovico Di Martino,2020,Akcja i Przygodowe;Filmy Międzynarodowe,Fabrizio Gifuni;Lino Musella;Monica Piseddu;Andrea Pennacchi;Emanuele Linfatti;Nicolò Galasso;Giacomo Colavito;Giada Gagliardi;Gianmarco Vettori;Silvia Gallerano;Massimiliano Setti;przestępstwo;pościg;przyjaźń;morderstwo;akcja;przygoda;dramat;intryga;emocje,0,0
Telefon,Lee Chung-hyun,2020,Filmy Międzynarodowe;Thrillery,Park Shin-hye;Jun Jong-seo;Kim Sung-ryoung;EL;Park Ho-san;Oh Jung-se;Lee Dong-hwi;Um Chae-young;psychologiczny;thriller;zagrożenie;technologia;kryminalny;groza;emocje;napięcie,0,0
Fantastyka,Barry Gonzalez,2018,Komedie;Filmy Międzynarodowe;LGBTQ,Vice Ganda;Richard Gutierrez;Dingdong Dantes;Bela Padilla;humor;romans;przyjaźń;przygoda;filmy dla dorosłych;miłość;LGBTQ;komedia;absurd;familijny,0,0
Larry the Cable Guy: Pozostań na Swoim Miejscu,Brian Volk-Weiss,2020,Stand-Up Comedy,Larry the Cable Guy;humor;stand-up;komedia;występ;publiczność;dowcipy;satira,0,0
Mosul,Matthew Michael Carnahan,2020,Akcja i Przygodowe;Dramaty;Filmy Międzynarodowe,Suhail Dabbach;Adam Bessa;Is'haq Elias;Qutaiba Abdelhaq;Ahmad El Ghanem;Hicham Ouarqa;Mohimen Mahbuba;Thaer Al-Shayei;Abdellah Bensaid;Faycal Attougui;Mohamed Attougui;Tarik Belmekki;Hayat Kamille;Seema Al Khalidi;Waleed Algadi;wojna;konflikt;akcja;przyjaźń;strach;dokumentalny;heroizm;dramat wojenny,0,0
Nieoczekiwanie Twoja,Cathy Garcia-Molina,2017,Komedie;Filmy Międzynarodowe;Romantyczne,Sharon Cuneta;Robin Padilla;Julia Barretto;Joshua Garcia;John Estrada;Pilar Pilapil;Marissa Delgado;Maritoni Fernandez;romans;komedia;miłość;przyjaźń;związki;familijny;humor;emocje,0,0
Duchy Wojny,Eric Bress,2020,Horrory,Brenton Thwaites;Theo Rossi;Skylar Astin;Kyle Gallner;Alan Ritchson;Billy Zane;Shaun Toub;wojna;strach;horror;nadprzyrodzone;przyjaźń;akcja;dramat;tragiczne;strach,0,0
Shawn Mendes: Koncert Na Żywo,Paul Dugdale,2020,Muzyka i Musicale,Shawn Mendes;koncert;muzyka;występ;piosenki;żywo;show;rozrywka,0,0
Kroniki Świąt: Część Druga,Chris Columbus,2020,Filmy Dla Dzieci i Rodzin;Komedie,Kurt Russell;Goldie Hawn;Darby Camp;Jahzir Bruno;Julian Dennison;Judah Lewis;Kimberly Williams-Paisley;Tyrese Gibson;święta;rodzina;humor;magia;przygoda;dzieci;prezenty;boże narodzenie,0,0
Andhaghaaram,V Vignarajan,2020,Horrory;Filmy Międzynarodowe;Thrillery,Vinoth Kishan;Arjun Das;Pooja Ramachandran;Kumar Natarajan;Misha Ghoshal;Arul Vincent;Chenthu Mohan;Pradeep Kalipurayath;tajemnica;groza;thriller;psychologiczny;duchy;ciemność;zagrożenie;emocje,0,0
Andhakaaram,V Vignarajan,2020,Horrory;Filmy Międzynarodowe;Thrillery,Vinoth Kishan;Arjun Das;Pooja Ramachandran;Kumar Natarajan;Misha Ghoshal;Arul Vincent;Chenthu Mohan;Pradeep Kalipurayath;groza;thriller;psychologiczny;nadprzyrodzone;ciemność;zagrożenie;emocje,0,0
Smok: Ratownicy - Święta Huttsgalor,Greg Rankin;TJ Sullivan,2020,Filmy Dla Dzieci i Rodzin;Komedie,Noah Kaye Bentley;Brennley Brown;Zach Callison;Nicolas Cantu;Skai Jackson;Marsai Martin;Andre Robinson;Carlos Alazraqui;Roshon Fegan;Grey Griffin;Brad Grusnick;Sam Lavagnino;John C. McGinley;Roger Craig Smith;smoki;przygoda;rodzina;magia;humor;animacja;święta;przyjaźń,0,0
Elegia Hillbilly,Ron Howard,2020,Dramaty,Amy Adams;Glenn Close;Gabriel Basso;Haley Bennett;Freida Pinto;Bo Hopkins;Owen Asztalos;dramat;rodzina;przemoc;społeczeństwo;amerykańska prowincja;emocje;tragedia,0,0
Notatki dla Mojego Syna,Carlos Sorín,2020,Dramaty;Filmy Międzynarodowe,Valeria Bertuccelli;Esteban Lamothe;Julián Sorín;Mauricio Dayub;Malena Pichot;Catarina Spinetta;Carla Quevedo;Anita Pauls;Mónica Antonópulos;Paola Barrientos;Ana Katz;Romina Richi;Diego Gentile;Beatriz Spelzini;Diego Reinhold;dramat;rodzina;miłość;emocje;relacje;przyjaźń;życie;emocjonalny,0,0
Hard Kill,Matt Eskandari,2020,Akcja i Przygodowe,Jesse Metcalfe;Bruce Willis;Natalie Eva Marie;Lala Kent;Texas Battle;Swen Temmel;Sergio Rizzuto;Tyler Jon Olson;Jon Galanis;akcja;morderstwo;pościg;przestępstwo;przyjaźń;adrenalina;broń;walka,0,0
Shawn Mendes: W Zachwycie,Grant Singer,2020,Dokumentalne;Muzyka i Musicale,Shawn Mendes;muzyka;koncert;piosenki;żywo;dokument;artysta;show,0,0
Garnitur,Mohammad Adel,2018,Akcja i Przygodowe;Komedie;Filmy Międzynarodowe,Tamer Hosny;Akram Hosny;Amina Khalil;Dalal Abdelaziz;Maged El-Masri;Yasser Ali Maher;Salwa Mohammed;Mahmoud El-Bezzawy;Hassan Hosny;Taher Abu Lela;Ahmed Zaher;komedia;akcja;romans;przestępstwo;humor;przygoda;intryga;relacje,0,0
Świąteczny Kwadrat Dolly Parton,Debbie Allen,2020,Filmy Dla Dzieci i Rodzin;Muzyka i Musicale,Dolly Parton;Christine Baranski;Treat Williams;Jenifer Lewis;Josh Segarra;Jeanine Mason;Mary Lane Haskell;święta;muzyka;boże narodzenie;magia;familijny;przygoda;humor,0,0
Machete Zabija,Robert Rodriguez,2013,Akcja i Przygodowe,Danny Trejo;Sofía Vergara;Charlie Sheen;Michelle Rodriguez;Demián Bichir;Amber Heard;Mel Gibson;William Sadler;Alexa PenaVega;Antonio Banderas;Lady Gaga;Cuba Gooding Jr.;Jessica Alba;Walton Goggins;Vanessa Hudgens;akcja;morderstwo;przemoc;przygoda;komedia;antybohater;thriller;napad,0,0
40 Kijów,Victor Gatonye,2019,Filmy Międzynarodowe;Thrillery,Robert Agengo;Mwaura Bilal;Andreo Kamau;Cajetan Boy;Arabron Nyyeneque;Shiviske Shivisi;Xavier Ywaya;thriller;akcja;przetrwanie;przestępstwo;emocje;strach;zagrożenie,0,0
Alien Xmas,Stephen Chiodo,2020,Filmy Dla Dzieci i Rodzin,Keythe Farley;Dee Bradley Baker;Kaliayh Rhambo;Michelle Deco;Barbara Goodson;święta;przygoda;kosmici;rodzina;magia;humor;animacja;dzieci,0,0
Jeśli Cokolwiek Się Stało Kocham Cię,Will McCormack;Michael Govier,2020,Dramaty,",emocje;żałoba;tragedia;rodzina;miłość;dzieci;smutek;przemoc;trauma",0,0
Czarny Piątek,Anurag Kashyap,2004,Dramaty;Filmy Międzynarodowe,Pavan Malhotra;Kay Kay Menon;Aditya Srivastava;Dibyendu Bhattacharya;Kishore Kadam;Gajraj Rao;Zakir Hussain;Imtiaz Ali;Pratima Kazmi;Raj Arjun;thriller;dramat;kryminał;przestępstwo;akcja;korupcja;emocje;społeczeństwo,0,0
Bodyguard,Siddique,2011,Akcja i Przygodowe;Komedie;Filmy Międzynarodowe,Salman Khan;Kareena Kapoor;Raj Babbar;Asrani;Vidya Sinha;Hazel Keech;Chetan Hansraj;Salim Baig;akcja;komedia;ochrona;miłość;przygoda;romans;humor;thriller,0,0
Po Przerwie,Danish Aslam,2010,Komedie;Filmy Międzynarodowe;Muzyka i Musicale,Imran Khan;Deepika Padukone;Shahana Goswami;Lillete Dubey;Sharmila Tagore;Navin Nischol;Parzan Dastur;Neelu Kohli;Ziyah Vastani;Yudhishtir Urs;Grady McGahan;romans;miłość;humor;komedia;muzyka;przyjaźń;związki;emocje,0,0
Hawaizaada,Vibhu Virender Puri,2015,Dramaty;Filmy Międzynarodowe;Romantyczne,Ayushmann Khurrana;Mithun Chakraborty;Pallavi Sharda;Naman Jain;Jameel Khan;wynalazki;miłość;przygoda;dramat;historia;społeczeństwo,0,0
Moja Amnezja,Cathy Garcia-Molina,2010,Filmy Międzynarodowe;Romantyczne,John Lloyd Cruz;Toni Gonzaga;Carlos Agassi;Ketchup Eusebio;Joross Gamboa;JM de Guzman;Beatriz Saw;Nico Antonio;romans;komedia;miłość;przyjaźń;zabawa;emocje,0,0
Raman Raghav 2.0,Anurag Kashyap,2016,Filmy Międzynarodowe;Thrillery,Nawazuddin Siddiqui;Vicky Kaushal;Sobhita Dhulipala;Mukesh Chhabra;Anuschka Sawhney;Vipin Sharma;Deepali Suryakant Badekar;Ashok Lokhande;Harssh Singh;Rajesh Jais;Hitesh Dave;thriller;psychologiczny;przestępstwo;morderstwo;kryminał;emocje;zagrożenie;krytyka społeczna,0,0
Singham,Rohit Shetty,2011,Akcja i Przygodowe;Dramaty;Filmy Międzynarodowe,Ajay Devgn;Kajal Aggarwal;Prakash Raj;Sonali Kulkarni;Sachin Khedekar;Sudhanshu Pandey;Anant Jog;akcja;przestępstwo;policja;sprawiedliwość;emocje;dramat;przygoda,0,0
